,loggingTime(txt),gyroRotationX(rad/s),gyroRotationY(rad/s),gyroRotationZ(rad/s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G)
90,0.0,0.0199697129428386,0.1126591712236404,0.0598902329802513,0.06268310546875,-0.909759521484375,0.087005615234375
91,0.028999999999999915,-0.1091222241520882,0.0691897198557853,0.3409194946289062,-0.00323486328125,-0.912109375,0.1375732421875
92,0.06400000000000006,-0.0008511462947353,-0.0391974709928035,0.4890256226062775,-0.0146331787109375,-0.90740966796875,0.0909576416015625
93,0.09799999999999986,0.0720273181796073,-0.1407776176929474,0.4007375538349152,-0.072174072265625,-0.9336090087890624,0.101531982421875
94,0.1280000000000001,0.0518983528017997,-0.2394751757383347,0.3310490250587463,-0.096038818359375,-0.9620208740234376,0.1130218505859375
95,0.16800000000000015,0.13841912150383,-0.2245569378137589,0.0707284957170486,-0.1235504150390625,-0.941802978515625,0.101348876953125
96,0.19799999999999995,-0.0378656238317489,0.0131317805498838,-0.2099292576313019,-0.08148193359375,-0.97943115234375,0.1199798583984375
97,0.2330000000000001,-0.0340908579528331,0.0473134517669677,-0.3030450940132141,-0.064788818359375,-0.9485321044921876,0.1190643310546875
98,0.2629999999999999,-0.0700536519289016,0.0983121916651725,-0.1657162606716156,-0.02410888671875,-0.968353271484375,0.1204986572265625
99,0.29800000000000004,0.0402022823691368,-0.015795474871993,-0.1041144207119942,-0.0520782470703125,-0.9547271728515624,0.1185302734375
100,0.3320000000000003,0.060219932347536,-0.0071591096930205,-0.0358525402843952,-0.011932373046875,-0.982269287109375,0.1432647705078125
101,0.367,-0.0781912058591842,0.0645009651780128,-0.0159861575812101,-0.04803466796875,-0.9690704345703124,0.151641845703125
102,0.399,-0.060366403311491,0.0671811699867248,0.0848605632781982,-0.0605010986328125,-0.9899749755859376,0.13580322265625
103,0.43199999999999994,0.0552225075662136,-0.0485478267073631,0.1814560741186142,-0.0808868408203125,-0.9904937744140624,0.106903076171875
104,0.4670000000000001,0.124066025018692,-0.0598103366792202,0.2230623811483383,-0.0577850341796875,-0.9815673828125,0.1201171875
105,0.5020000000000002,0.0564028210937976,-0.0418334677815437,0.058833222836256,-0.065582275390625,-0.9605560302734376,0.1226806640625
106,0.532,-0.0038775624707341,-0.0306167658418417,-0.1736628711223602,-0.0716400146484375,-0.936431884765625,0.1188201904296875
107,0.5660000000000003,0.0063500413671135,0.0982322916388511,-0.2479986250400543,-0.043670654296875,-0.916839599609375,0.11810302734375
108,0.601,-0.0628284960985183,0.0773427262902259,-0.1589646190404892,-0.0124053955078125,-0.8929595947265625,0.1470489501953125
109,0.6470000000000002,-0.0393660478293895,0.076468676328659,-0.123105950653553,-0.0241851806640625,-0.9093475341796876,0.12835693359375
110,0.6659999999999999,-0.0227380692958831,0.0018679412314668,-0.0718888342380523,-0.014739990234375,-0.9357452392578124,0.1435089111328125
111,0.7010000000000001,-0.0651997774839401,0.0470724366605281,0.0275035295635461,-0.01678466796875,-0.93695068359375,0.124755859375
112,0.7360000000000002,-0.0703577846288681,0.0681945011019706,-0.0003049319493584,-0.0362396240234375,-0.967803955078125,0.0933837890625
113,0.77,-0.0454180799424648,0.0449203364551067,-0.0873692631721496,-0.019561767578125,-0.9578094482421876,0.115875244140625
114,0.8000000000000003,-0.0488820560276508,0.1358483731746674,-0.1235794648528099,-0.017059326171875,-0.9586181640625,0.096893310546875
115,0.8460000000000001,-0.0270832832902669,-0.0092893717810511,-0.2280683219432831,-0.0416717529296875,-0.9610748291015624,0.0809326171875
116,0.8700000000000001,0.0542139708995819,-0.0004045341629534,-0.2515113353729248,-0.00958251953125,-0.9387054443359376,0.0985107421875
117,0.9050000000000002,-0.0809009745717048,0.1071328446269035,-0.2644098103046417,-0.0053863525390625,-0.9332427978515624,0.1290130615234375
118,0.935,-0.219931036233902,0.1180645897984505,-0.229437455534935,-0.00921630859375,-0.9379425048828124,0.107147216796875
119,0.9700000000000002,-0.1446330845355988,0.1698678582906723,-0.1165489852428436,0.02801513671875,-0.9323883056640624,0.0880584716796875
120,1.0099999999999998,-0.1529653072357178,0.2611684799194336,-0.0920518934726715,0.06805419921875,-0.9385833740234376,0.1197509765625
121,1.0490000000000004,-0.3803372085094452,0.0842339172959327,-0.0511236377060413,0.041473388671875,-0.9453887939453124,0.1186676025390625
122,1.069,-0.4514731764793396,0.0170306488871574,-0.0200610589236021,0.0579986572265625,-1.00201416015625,0.1008148193359375
123,1.104,-0.3626239895820618,0.0771842673420906,0.0142524391412735,0.06585693359375,-1.058975219726562,0.0572662353515625
124,1.1390000000000002,-0.3281184732913971,-0.1348174661397934,-0.1449361443519592,-0.0174102783203125,-1.056015014648438,0.0362396240234375
125,1.173,-0.2843955159187317,-0.0550717748701572,-0.1771063357591629,0.0218353271484375,-1.081146240234375,0.033172607421875
126,1.21,-0.2391811609268188,-0.0319099947810173,-0.0962343886494636,0.0540618896484375,-1.0662841796875,0.031982421875
127,1.2490000000000006,-0.1982987076044083,-0.0557151921093463,-0.0061191450804471,0.0237884521484375,-1.06146240234375,0.0210113525390625
128,1.2730000000000006,-0.1482152938842773,-0.0694009140133857,0.0187244191765785,0.0317840576171875,-1.02783203125,0.005584716796875
129,1.3079999999999998,-0.0550190433859825,-0.1835993826389313,0.1149193942546844,0.06640625,-0.957305908203125,0.0048980712890625
130,1.338,-0.1210286840796471,-0.2060511708259583,0.2872360348701477,0.0697174072265625,-0.863739013671875,0.0244903564453125
131,1.3780000000000001,0.3261772990226746,0.1556718796491623,0.5496894717216492,0.676055908203125,-3.929672241210938,-0.001556396484375
132,1.4089999999999998,0.7377733588218689,-0.2953514754772186,-0.0468154437839984,-0.0483856201171875,-0.971405029296875,-0.11761474609375
133,1.4450000000000003,0.3754985332489014,-0.1340499520301819,-0.0191438663750886,-0.0171661376953125,-1.059280395507812,0.208984375
134,1.4720000000000004,0.2084541320800781,-0.1951849460601807,-0.0607187412679195,-0.0234527587890625,-0.959381103515625,0.0821990966796875
135,1.5070000000000006,-0.0441200584173202,-0.1440477222204208,0.0727868527173996,0.0565338134765625,-0.908721923828125,0.17962646484375
136,1.5419999999999998,-0.3609523475170135,-0.0502772852778434,0.1654539406299591,0.0475311279296875,-1.120849609375,0.1160430908203125
137,1.577,-0.3040091693401337,-0.0239426176995039,-0.0667196437716484,-0.051727294921875,-1.328353881835938,0.0495452880859375
138,1.612,0.3523929417133331,0.0498040430247783,-0.2804678678512573,-0.07318115234375,-1.328140258789062,-0.0530853271484375
139,1.641,0.4293907880783081,0.130292221903801,-0.2758739292621613,-0.0332794189453125,-1.31707763671875,0.0736541748046875
140,1.678,0.4062375128269196,0.1506190747022629,-0.2711350917816162,-0.0005645751953125,-1.241928100585938,0.0331878662109375
141,1.7110000000000003,0.5549572110176086,0.1194992363452911,-0.1339748501777649,0.037017822265625,-1.11505126953125,0.057373046875
142,1.7410000000000005,0.4743374884128571,0.0960500985383987,0.067048542201519,0.0211944580078125,-1.030120849609375,0.11395263671875
143,1.7759999999999998,0.3335915505886078,0.1417816281318665,0.2982567250728607,0.0118255615234375,-0.98931884765625,0.1063690185546875
144,1.811,0.3853170573711395,0.0761368423700332,0.4095430374145508,0.022003173828125,-0.9340362548828124,0.0903778076171875
145,1.8479999999999999,0.3928423523902893,-0.0344676971435546,0.2202889621257782,-0.0025177001953125,-0.9144287109375,0.1037750244140625
146,1.8790000000000004,0.1449028551578522,0.1638395339250565,0.2144321352243423,0.0447845458984375,-0.8864288330078125,0.148345947265625
147,1.9100000000000001,0.0141933169215917,0.1494816392660141,0.255085825920105,0.0493316650390625,-0.860382080078125,0.1189422607421875
148,1.9450000000000003,0.0330876447260379,0.1038006991147995,0.2855792939662933,0.040191650390625,-0.847686767578125,0.1141357421875
149,1.9800000000000004,0.1991234868764877,0.1696731895208359,0.2383760809898376,0.01092529296875,-0.81536865234375,0.1150054931640625
150,2.01,0.2243880927562714,0.2300971150398254,0.0959587544202804,-0.005401611328125,-0.8050384521484375,0.161529541015625
151,2.0460000000000003,0.0826014056801796,0.1516441255807877,0.0533457808196544,-0.029327392578125,-0.784698486328125,0.16455078125
152,2.0790000000000006,-0.0580092407763004,0.0916265919804573,0.1133084520697594,-0.02197265625,-0.7760772705078125,0.1598968505859375
153,2.1260000000000003,-0.0308106429874897,0.1514209508895874,0.034455444663763,-0.027008056640625,-0.8167877197265625,0.1582489013671875
154,2.144,-0.0339646264910697,0.1350864470005035,-0.0908380299806594,-0.0522613525390625,-0.8094635009765625,0.160858154296875
155,2.1790000000000003,-0.203885480761528,0.1110402345657349,-0.161931112408638,-0.060089111328125,-0.796142578125,0.1710052490234375
156,2.2140000000000004,-0.2419774830341339,0.0685580223798751,-0.2311852872371674,-0.0764923095703125,-0.849639892578125,0.1412353515625
157,2.2490000000000006,-0.2623935341835022,0.0680725276470184,-0.20151287317276,-0.0592498779296875,-0.867431640625,0.13897705078125
158,2.2780000000000005,-0.3527687191963196,0.0251572839915752,-0.2276808321475983,-0.053985595703125,-0.91961669921875,0.141754150390625
159,2.3130000000000006,-0.3380246460437775,-0.0378291383385658,-0.2968846559524536,-0.0593414306640625,-0.95135498046875,0.11962890625
160,2.348,-0.3111738562583923,-0.0314226374030113,-0.1979972422122955,-0.0018463134765625,-0.945953369140625,0.099365234375
161,2.383,-0.3335358798503876,-0.0435397550463676,-0.1698588132858276,-0.003997802734375,-1.01513671875,0.0735626220703125
162,2.4130000000000003,-0.2494015693664551,-0.0382946580648422,-0.2092576175928116,0.01458740234375,-1.013824462890625,0.068023681640625
163,2.449,-0.2482428252696991,-0.055228367447853,-0.1994795501232147,-0.0095062255859375,-1.000030517578125,0.07470703125
164,2.4910000000000005,-0.2047163993120193,-0.0106233498081564,-0.2303075045347214,0.0028839111328125,-0.9975433349609376,0.0907135009765625
165,2.526,-0.1824547648429871,0.0081431474536657,-0.1863581538200378,0.0078277587890625,-0.9672393798828124,0.0838623046875
166,2.5470000000000006,-0.2273202389478683,-0.0293919779360294,-0.1349551528692245,0.0107879638671875,-0.9920806884765624,0.079345703125
167,2.582,-0.2349746972322464,-0.0496320016682148,9.960222087102012e-05,0.061676025390625,-0.9779815673828124,0.0829620361328125
168,2.617,-0.3281448483467102,-0.0181763414293527,0.0998632162809371,0.053680419921875,-0.9723663330078124,0.053375244140625
169,2.6580000000000004,-0.2523619532585144,-0.0957116112112999,-0.2101111561059952,-0.02197265625,-0.9998321533203124,0.0031280517578125
170,2.691,-0.1921782344579697,-0.1423608660697937,-0.2627607882022858,0.057586669921875,-0.9954681396484376,0.024932861328125
171,2.7270000000000003,-0.3536137342453003,-0.1164890602231026,-0.0666706413030624,0.0506439208984375,-0.9491119384765624,0.0412750244140625
172,2.7510000000000003,-0.4680859744548798,-0.090436153113842,0.0680962279438972,0.0705413818359375,-0.989654541015625,0.02569580078125
173,2.7860000000000005,-0.4655599594116211,-0.1247230246663094,0.1166483163833618,0.0385284423828125,-0.906585693359375,-0.00164794921875
174,2.816,-0.3424446880817413,0.0123171200975775,1.394114971160889,1.020889282226562,-3.930404663085938,-0.047454833984375
175,2.8580000000000005,0.6314554810523987,-0.1974771171808243,0.1861996948719025,-0.162322998046875,-1.036117553710938,-0.3267669677734375
176,2.8900000000000006,0.2914025485515594,-0.0339499786496162,0.022089323028922,-0.0314483642578125,-1.041107177734375,0.1390533447265625
177,2.9290000000000003,-0.0019185412675142,-0.0455320663750171,-0.0479720532894134,-0.0283355712890625,-0.90972900390625,0.070587158203125
178,2.9510000000000005,-0.1125816702842712,-0.0756108686327934,-0.0404579453170299,0.034088134765625,-1.09039306640625,0.0377197265625
179,2.9850000000000003,-0.1491713672876358,0.0214150100946426,0.0499116331338882,0.022613525390625,-0.985382080078125,-0.014617919921875
180,3.0200000000000005,-0.0968716815114021,0.0847404524683952,-0.0248057469725608,-0.0447998046875,-0.9746551513671876,-0.055389404296875
181,3.0550000000000006,-0.0433826260268688,0.0070118368603289,-0.0952213257551193,0.0050201416015625,-1.107437133789062,-0.0352020263671875
182,3.091,0.078590415418148,-0.0326303802430629,-0.1832265406847,-0.0323486328125,-0.962493896484375,-0.0396881103515625
183,3.1260000000000003,0.078590415418148,-0.0326303802430629,-0.1832265406847,-0.009002685546875,-1.250823974609375,-0.017120361328125
184,3.16,0.3281043767929077,-0.0327467620372772,-0.4042923450469971,0.0549163818359375,-1.23907470703125,-0.023590087890625
185,3.189,0.1705291271209717,0.1080843955278397,0.0233591180294752,0.0432586669921875,-1.224395751953125,0.0197296142578125
186,3.2190000000000003,0.2735593616962433,0.0631222426891326,0.2655664384365082,0.033294677734375,-1.221221923828125,0.0157318115234375
187,3.2540000000000004,0.528709888458252,0.0470889471471309,0.2981459498405457,0.019622802734375,-1.180801391601562,0.008453369140625
188,3.2920000000000007,0.5231537818908691,0.0286052785813808,0.2454955130815506,0.013916015625,-1.135482788085938,0.044281005859375
189,3.3290000000000006,0.509340226650238,0.0230121091008186,0.1876769512891769,0.0206451416015625,-1.106414794921875,0.051422119140625
190,3.354,0.4796941578388214,0.0304332729429006,0.2550336122512817,0.0311431884765625,-1.052810668945312,0.059783935546875
191,3.3890000000000002,0.3579919636249542,0.0950303748250007,0.3627121448516846,0.0395660400390625,-1.017166137695312,0.0772552490234375
192,3.423,0.0283951554447412,0.1535304337739944,0.3529380857944489,0.0074005126953125,-0.94732666015625,0.0946197509765625
193,3.458,-0.357372522354126,0.2659302055835724,0.2194000035524368,-0.0714263916015625,-0.9331512451171876,0.0850982666015625
194,3.49,-0.1057384163141251,0.1026291698217392,0.1990774124860764,-0.0142822265625,-0.9849395751953124,0.022552490234375
195,3.5280000000000005,0.4797407686710358,0.0834882333874702,0.3066912293434143,0.01416015625,-0.940399169921875,0.0466156005859375
196,3.5580000000000007,0.6718990206718445,0.0731330662965774,0.3063170611858368,0.000335693359375,-0.8561859130859375,0.0816802978515625
197,3.593,0.3032546937465668,0.0408672727644443,0.363234668970108,-0.0204925537109375,-0.81689453125,0.1233062744140625
198,3.623,0.1773867607116699,0.0402648635208606,0.390286773443222,-0.0674896240234375,-0.7982177734375,0.1370086669921875
199,3.6580000000000004,0.2809741497039795,0.0382184907793998,0.0791398286819458,-0.112152099609375,-0.80810546875,0.1148834228515625
200,3.692,0.2586022615432739,0.1151337772607803,-0.1558955907821655,-0.0357666015625,-0.80426025390625,0.14874267578125
201,3.7270000000000003,0.098938301205635,0.1963982731103897,-0.190117210149765,-0.0433349609375,-0.7800750732421875,0.150787353515625
202,3.7600000000000007,0.0276310946792364,0.1067405641078949,-0.1362843364477158,-0.069610595703125,-0.831207275390625,0.1457366943359375
203,3.7920000000000007,-0.0375537686049938,0.059558667242527,0.0657387971878051,-0.0626678466796875,-0.8023223876953125,0.1758270263671875
204,3.827,-0.0840144753456115,0.0437666550278663,0.0526496283710002,-0.085174560546875,-0.845062255859375,0.145050048828125
205,3.8610000000000007,-0.1415986716747284,0.0409634113311767,-0.1197277307510376,-0.0821990966796875,-0.8497314453125,0.154754638671875
206,3.891,-0.1707712113857269,0.0890015140175819,-0.2969693541526794,-0.068695068359375,-0.86822509765625,0.1534881591796875
207,3.926,-0.2352633774280548,0.0877317190170288,-0.2995491623878479,-0.06494140625,-0.86090087890625,0.1450347900390625
208,3.9610000000000003,-0.3005675673484802,0.0258696805685758,-0.1588671505451202,-0.0779571533203125,-0.8640594482421875,0.131317138671875
209,4.006,-0.2083492130041122,-0.0258662179112434,-0.1073858439922333,-0.0650787353515625,-0.8912353515625,0.108734130859375
